Title,Element Name,Level
Storage and Distribution Managers,Engineering and Technology,3.61
Storage and Distribution Managers,Design,2.74
Storage and Distribution Managers,Building and Construction,2.96
Storage and Distribution Managers,Mechanical,3.3
Storage and Distribution Managers,Mathematics,4.83
Storage and Distribution Managers,Physics,1.43
Storage and Distribution Managers,Chemistry,2.04
Storage and Distribution Managers,Biology,1.26
Storage and Distribution Managers,Psychology,3.58
Storage and Distribution Managers,Sociology and Anthropology,2.7
Storage and Distribution Managers,Geography,3.22
Storage and Distribution Managers,Medicine and Dentistry,1.52
Storage and Distribution Managers,Therapy and Counseling,2.52
Storage and Distribution Managers,Education and Training,4.21
Storage and Distribution Managers,English Language,4.57
Storage and Distribution Managers,Foreign Language,2.22
Storage and Distribution Managers,Fine Arts,0.87
Storage and Distribution Managers,History and Archeology,1.57
Storage and Distribution Managers,Philosophy and Theology,2
Storage and Distribution Managers,Public Safety and Security,4.42
Storage and Distribution Managers,Law and Government,3.65
Storage and Distribution Managers,Telecommunications,3.13
Storage and Distribution Managers,Communications and Media,2.61
Storage and Distribution Managers,Transportation,4.96
Logistics Managers,Administration and Management,4.9
Logistics Managers,Clerical,3.6
Logistics Managers,Economics and Accounting,3.67
Logistics Managers,Sales and Marketing,2.93
Logistics Managers,Customer and Personal Service,5
Logistics Managers,Personnel and Human Resources,4.33
Logistics Managers,Production and Processing,4.37
Logistics Managers,Food Production,1.67
Logistics Managers,Computers and Electronics,3.45
Logistics Managers,Engineering and Technology,2.9
Logistics Managers,Design,2.55
Logistics Managers,Building and Construction,1.93
Logistics Managers,Mechanical,2.5
Logistics Managers,Mathematics,4.43
Logistics Managers,Physics,1.2
Logistics Managers,Chemistry,1.6
Logistics Managers,Biology,0.69
Logistics Managers,Psychology,3.69
Logistics Managers,Sociology and Anthropology,2.14
Logistics Managers,Geography,3.55
Logistics Managers,Medicine and Dentistry,0.8
Logistics Managers,Therapy and Counseling,2.23
Logistics Managers,Education and Training,4.5
Logistics Managers,English Language,4.17
Logistics Managers,Foreign Language,2.2
Logistics Managers,Fine Arts,0.33
Logistics Managers,History and Archeology,1.23
Logistics Managers,Philosophy and Theology,1.47
Logistics Managers,Public Safety and Security,3.72
Logistics Managers,Law and Government,3.62
Logistics Managers,Telecommunications,2.14
Logistics Managers,Communications and Media,2.93
Logistics Managers,Transportation,4.63
Compensation and Benefits Managers,Administration and Management,5
Compensation and Benefits Managers,Clerical,3.52
Compensation and Benefits Managers,Economics and Accounting,3.86
Compensation and Benefits Managers,Sales and Marketing,2.24
Compensation and Benefits Managers,Customer and Personal Service,4.71
Compensation and Benefits Managers,Personnel and Human Resources,5.86
Compensation and Benefits Managers,Production and Processing,0.62
Compensation and Benefits Managers,Food Production,0.19
Compensation and Benefits Managers,Computers and Electronics,3.65
Compensation and Benefits Managers,Engineering and Technology,0.14
Compensation and Benefits Managers,Design,0.81
Compensation and Benefits Managers,Building and Construction,0
Compensation and Benefits Managers,Mechanical,0.1
Compensation and Benefits Managers,Mathematics,5.05
Compensation and Benefits Managers,Physics,0
Compensation and Benefits Managers,Chemistry,0
Compensation and Benefits Managers,Biology,0.1
Compensation and Benefits Managers,Psychology,3.1
Compensation and Benefits Managers,Sociology and Anthropology,2.76
Compensation and Benefits Managers,Geography,0.62
Compensation and Benefits Managers,Medicine and Dentistry,1.1
Compensation and Benefits Managers,Therapy and Counseling,1.81
Compensation and Benefits Managers,Education and Training,3.38
Compensation and Benefits Managers,English Language,4.14
Compensation and Benefits Managers,Foreign Language,0.67
Compensation and Benefits Managers,Fine Arts,0
Compensation and Benefits Managers,History and Archeology,0.52
Compensation and Benefits Managers,Philosophy and Theology,0.95
Compensation and Benefits Managers,Public Safety and Security,1.81
Compensation and Benefits Managers,Law and Government,3.57
Compensation and Benefits Managers,Telecommunications,0.43
Compensation and Benefits Managers,Communications and Media,2.62
Compensation and Benefits Managers,Transportation,0.38
Human Resources Managers,Administration and Management,4.86
Human Resources Managers,Clerical,4.76
Human Resources Managers,Economics and Accounting,2.73
Human Resources Managers,Sales and Marketing,2.64
Human Resources Managers,Customer and Personal Service,4.86
Human Resources Managers,Personnel and Human Resources,5.55
Human Resources Managers,Production and Processing,1.36
Human Resources Managers,Food Production,0.18
Human Resources Managers,Computers and Electronics,3.32
Human Resources Managers,Engineering and Technology,0.71
Human Resources Managers,Design,0.73
Human Resources Managers,Building and Construction,0.59
Human Resources Managers,Mechanical,0.59
Human Resources Managers,Mathematics,4.18
Human Resources Managers,Physics,0.45
Human Resources Managers,Chemistry,0.59
Human Resources Managers,Biology,0.68
Human Resources Managers,Psychology,4.36
Human Resources Managers,Sociology and Anthropology,3.5
Human Resources Managers,Geography,1.18
Human Resources Managers,Medicine and Dentistry,0.95
Human Resources Managers,Therapy and Counseling,3.82
Human Resources Managers,Education and Training,5
Human Resources Managers,English Language,4.5
Human Resources Managers,Foreign Language,1.59
Human Resources Managers,Fine Arts,0.41
Human Resources Managers,History and Archeology,0.91
Human Resources Managers,Philosophy and Theology,3.05
Human Resources Managers,Public Safety and Security,2.86
Human Resources Managers,Law and Government,4.05
Human Resources Managers,Telecommunications,0.82
Human Resources Managers,Communications and Media,2.68
Human Resources Managers,Transportation,1.18
Training and Development Managers,Administration and Management,4.48
Training and Development Managers,Clerical,4.37
Training and Development Managers,Economics and Accounting,2.22
Training and Development Managers,Sales and Marketing,3.59
Training and Development Managers,Customer and Personal Service,5.07
Training and Development Managers,Personnel and Human Resources,4.7
Training and Development Managers,Production and Processing,2.41
Training and Development Managers,Food Production,0.41
Training and Development Managers,Computers and Electronics,4.11
Training and Development Managers,Engineering and Technology,1.31
Training and Development Managers,Design,2.54
Training and Development Managers,Building and Construction,0.74
Training and Development Managers,Mechanical,0.89
Training and Development Managers,Mathematics,3.35
Training and Development Managers,Physics,0.41
Training and Development Managers,Chemistry,0.41
Training and Development Managers,Biology,0.41
Training and Development Managers,Psychology,3.74
Training and Development Managers,Sociology and Anthropology,3.89
Training and Development Managers,Geography,1.07
Training and Development Managers,Medicine and Dentistry,0.44
Training and Development Managers,Therapy and Counseling,2.07
Training and Development Managers,Education and Training,6.59
Training and Development Managers,English Language,5.22
Training and Development Managers,Foreign Language,1.15
Training and Development Managers,Fine Arts,0.44
Training and Development Managers,History and Archeology,0.59
Training and Development Managers,Philosophy and Theology,2.04
Training and Development Managers,Public Safety and Security,2.07
Training and Development Managers,Law and Government,2.37
Training and Development Managers,Telecommunications,1.48
Training and Development Managers,Communications and Media,3.85
Training and Development Managers,Transportation,1.07
Nursery and Greenhouse Managers,Administration and Management,4.44
Nursery and Greenhouse Managers,Clerical,3.72
Nursery and Greenhouse Managers,Economics and Accounting,3.31
Nursery and Greenhouse Managers,Sales and Marketing,4.52
Nursery and Greenhouse Managers,Customer and Personal Service,4.66
Nursery and Greenhouse Managers,Personnel and Human Resources,3.99
Nursery and Greenhouse Managers,Production and Processing,5.1
Nursery and Greenhouse Managers,Food Production,1.96
Nursery and Greenhouse Managers,Computers and Electronics,2.66
Nursery and Greenhouse Managers,Engineering and Technology,2.77
Nursery and Greenhouse Managers,Design,3.65
Nursery and Greenhouse Managers,Building and Construction,2.58
Nursery and Greenhouse Managers,Mechanical,3.73
Nursery and Greenhouse Managers,Mathematics,4.07
Nursery and Greenhouse Managers,Physics,2.31
Nursery and Greenhouse Managers,Chemistry,3.83
Nursery and Greenhouse Managers,Biology,4.53
Nursery and Greenhouse Managers,Psychology,3.57
Nursery and Greenhouse Managers,Sociology and Anthropology,1.27
Nursery and Greenhouse Managers,Geography,3.18
Nursery and Greenhouse Managers,Medicine and Dentistry,0.54
Nursery and Greenhouse Managers,Therapy and Counseling,0.8
Nursery and Greenhouse Managers,Education and Training,4.11
Nursery and Greenhouse Managers,English Language,3.25
Nursery and Greenhouse Managers,Foreign Language,2.01
Nursery and Greenhouse Managers,Fine Arts,0.13
Nursery and Greenhouse Managers,History and Archeology,1.63
Nursery and Greenhouse Managers,Philosophy and Theology,2.31
Nursery and Greenhouse Managers,Public Safety and Security,2.87
Nursery and Greenhouse Managers,Law and Government,3.13
Nursery and Greenhouse Managers,Telecommunications,0.46
Nursery and Greenhouse Managers,Communications and Media,2.65
Nursery and Greenhouse Managers,Transportation,3.21
Farm and Ranch Managers,Administration and Management,4.91
Farm and Ranch Managers,Clerical,3.5
Farm and Ranch Managers,Economics and Accounting,4.58
Farm and Ranch Managers,Sales and Marketing,3.6
Farm and Ranch Managers,Customer and Personal Service,2.82
Farm and Ranch Managers,Personnel and Human Resources,3.35
Farm and Ranch Managers,Production and Processing,4.8
Farm and Ranch Managers,Food Production,4.93
Farm and Ranch Managers,Computers and Electronics,3.61
Farm and Ranch Managers,Engineering and Technology,3.74
Farm and Ranch Managers,Design,3.1
